cleaned_tweet,class
yall want nigga unless bitches want get get mad cuz bitches still want,1
yall know skip bayless slit wrists romo lol,2
yall see chojis kid big ass black bitch,1
yall trustin hoes never gullible,1
yankee homeruns make tingly,2
yankee pinstripes might best unis mlb gray road ones worst cc looks like elephant trapped circus tent,2
yankees getting killed,2
yankees great joe dimaggio reportedly used beat wife marilyn monroe announcing divorce,2
yankees season tho yeah,2
yankees never gave away melky guy flat hit yankees giants,2
yankees rely long ball playoffs yankees mlb,2
yanks choked lost strait remember,2
yanks make playoffs al basement red sox position,2
yasss brownies amp ice cream,2
yea illiterate hot skillet bitch,1
yea alright redneck white trash stupid niggers hollering car going road trying hit fuck,0
yea buddy rt lot nba trash talk going,2
yea randy white changed whole mind hoe nice,1
yeah tried bein blind shit lol peace bitch,1
yeah okay let put fire cracker cow pie see happens,2
yeah supposed put trash rude,2
yeah rt six complete stadium yankees lead red sox letsgoyankees,2
yeah annoying need something bitch fuckfriendzones play shit fuck heart make wish,1
yee boy yung nicca told dat waxx,2
yeen never seen fat nigga molly bitch imma hurt somethin,1
yellow jackets gas station trash cans worst,2
yep sources confirmed iggy concert last night trash,2
yes yes yes gone hear never met hoe yet tell,1
yes favorites rt please tell buy trash,2
yesterday saw red hair streaks orange yellow combed like woody wood pecker,2
yo bitch fun,1
yo bitch freak fucked ha sleep dat last time slept shit woke ha nd fucked ha aint sleep long,1
yo bitch ass needs boss fuck,0
yo bitch gaggin jet laggin,1
yo bitch like get cute go movies mane bitch like get fine go gun range,1
yo bitch dick come crib get passed around love,0
yo fuck pats still bitches,1
yo homegirl fat got mustache need yass bitch,1
yo get like flappy bird need self evaluation probably life,2
yo pussy overrated,1
yo teacher baltimore bullshitin bitch lmao,1
yoh brownie fukd high last night,1
yost portsmouth biggest white trash county nation yostknowsmost,0
football nigga kiss isis wifebeater faggots gt see gt shout radical islamnation yo gt,0
need iphone use stupid watch apple grabbing people ankles shaking money rubes pockets,2
hoe errbody know,1
hoe crying yo ass pregnant smiles riding dick bitch,0
lame ass nigga still cuffin hoes bitch got bitch er,0
pussy dawg,1
real life faggot ever fight another man fucked girl gotta take l like man move,0
got job diploma money bitch parents give money weed yet need act like adults,1
bitch lil bitch bitchin,1
nothin piece cheese corners words never gone slice bitch,1
retarded really kendrick trying diss rappers think cuz names said coming,2
always buy colored goldfish stash low constant inspiration,2
jiggaboo,0
bitches make sick,1
buy bitch erything world bet still find something complain,1
expect total bitch towards yet,1
say word negro attached word league totally cool guys,2
call bitch bitch bitch,1
owe shit ion trust niccas,0
put pussy pedestal,1
spell patrick without trick trick treat bitch,1
cant tell bitches nothing belong city,1
could viewing future rose colored glasses libra,2
da bess deserve crown bitch,1
ever randomly woke ya bitch standing staring,1
fucking fag exactly talking women pigs,0
girls talking hate sleeping alone well bitch better buy damn teddy bear,1
got faggot,0
guys faggots,1
hate football faggot,0
word rt beat fucking faggots pls,0
hoes got real friends cause shit seeing boyyyyyyyy friends ah burry ft oml ever slipping,1
hoes complain much,1
worried bout bitches got one girl girl one else hit,1
know big nfl sick hearing black yellow shit lol bandwagon fans hell go packers,2
know bitches mad like wcw,1
know head good feel like pussy stuffed throat,1
know fuck bitch little hoe gt lt,0
know ghetto see streets named martin luther king jr amp littlejohn halp,2
like bitch niggas,0
like honestly tasted like sole shoes rt shame,2
little dumb ass bitch dont fuck,1
little stupid ass bitch aint fuckin,1
losing u trying stupid yardie,2
must retarded quote thirst trap,1
nigga eating hoes pussy worth,1
old bitter salty ass niccas make flesh crawl bones bitches dontarguejustacceptit,0
said smoking strong wrong smoking trash aint lungs aint pressure,2
said smoking strong wrong smoking trash lungs pressure,2
say ratchet pussy juicy j bands make dance,1
scum bro rt tha pussy trash still txt yu life shit,1
type special faggot bring chocolate swishers smoke session,0
state gook,0
thought playin cut bitch,1
tried hoe sinf,1
wanna find hoes follow chicks reply heart eyes sex gifs,2
want smart educated dumb bitch date lol drunktalk,1
get money silly hoe,1
bitch rt seen lose bad since rt work slitting wrists currently thanks tom brady,1
little bitch rt rt team got blown super bowl,0
bitch amp hate,1
faggot use cover face emoji,0
stupid fucking bitch,1
faggot fuckheads,0
crows power lines,2
ugly fat cunt whore need odee,1
black name looks hungarian marry hunky,2
another nigguh,0
trash like sorry,2
like lucky leprechaun charmed day hand gemini,2
good listener twitpic selfie bad bitch,1
pussy ass set mean shit,1
standing slippery slope easy libra,2
stuck ghetto middle school days step g wtf ah stuck middle school games jusy bc,2
good gravedigger charlie brown spookybroadway,2
acting like spoiled little faggot fun,0
bitch always said wanna fuck real nigga,1
bitch frontin bitch stuntin,1
bitch got lipstick dick,1
bitch fake sack potatoes,1
ex wife pussy tastes like sweet butter theshield,1
grammar trash,2
pathetic plan failed enjoy phone fucking monkey let see ass benton park wanna talk shit carve face,0
retarded,0
youre fucking ugly bitch wanna stab death play around blood patrick bateman,0
yous bitch ass nigga rt push tape bac till around labor day weekend turn,1
yuh bitch voz de mando ok best mf friday yet,1
yup rt egg nog trash rap,2
yup officially like needy greedy bitch needs way,1
zack still questions love oreos lol,2
zelda bitches lol,1
zhou mi layin bed sm busted room like gettin song bitch,1
zimmerman comin yo life bitch,0
steelers lost superbowl loaded black yellow gmix moms computer think youtube page still open,2
ah nigga dat cares opinions get involve hoe shit either gay broke getting enough pussy,0
ahah fucking queer kill urself,0
ahahahh ping pang pow u like shouts bro dre hogg style ent uza fool dis,2
kj amp mello rt daddy fuck nicca,1
aint nuthin retarded bout gucci gold rolex,1
bitches love,1
another one two hoes rt know,2
every time friend talk matter subject nips haunt us one nip introducing,2
trying maintain color gonna fuckin bitch like washed hair already started going blonde idk idk,1
another long night allergies need better ned zertec however spell,2
anybody remember movie thumbelina noticed flamin bird,2
anybody want sugar maple saplings popping heidi hillbilly beach emm planted two friday,2
anybody want take pollo,2
apparently pathetic trash alright,2
auto tranny,2
b c likes black men rap music huh lol rt general wants colored,2
bad bitches thing like,1
bae game redskins,2
bahaha karma bitch,1
bats cool hell basically half tiny fox half leather bird,2
beanies cumming real soon,2
long december counting crows,2
started playing flappy bird,2
cuz cat meowed nocturnal bird ultimate toughbreak,2
bitch betta get right shout ddaaawwgggffaaaccee cccaalldddeerooonn dese hoes aktin,1
bitch cut,1
bitch kill yoself go bathroom eat pills bitch em,0
bitch said best way get man get another one smh dats ah hoe u,1
bitch u guessed,1
bitch white stfu shitty spanish,0
bitches like squirter thinkin pissin squirting bitch different places,1
bitches like mixed wit italian chinese nd african american like bitch cuz ate ur,0
bitches thotting long get exposed something decent get overwhelmed,1
bitches love good morning posts,1
bitches dont eat meat likely develop mental illness,1
blue sapphire earrings k yellow gold clip diamond alexandra earrings emerald crystal emma,2
bound gagged shoved trash bin two bullets back head suspect natural causes said world worst detective,2
brass monkey dat funky monkey,2
breh polygamist town arizona u wanna bitches deck move,1
butt chug lokos nah,1
cat kill birds make huge mes feathers,2
decide wear yellow rain boots purposes black amp yellow errrrything,2
cant hate onna bitch getting paid got,1
cant trust niggas come bitches,0
chargers raiders trash boltupdoe,2
cheeky lol rt want black yellow ughh,2
chicken spaghetti trash,2
cleaned bird nests downspouts ready rain baby birds respect birds bees,2
colored denim makes puke,2
cookies crackers even level,2
coon rt lt fills coffee halfway gt lt uses irish cremes fill half gt,2
coons,0
country boy hick lyfe white tee rebel flag,2
cousin bird screen twitter cousin poke facebook,2
cut porkchop canned pinto beans small carrots corn celery potato cayenne powder crushed red pepper,2
damn nothing tweet nothing complain bitch lol,1
damn bitch lmao,1
damn lol rt janay rice speaks domestic violence costume mocks marriage,2
darf retarded lol,1
dats u pass bitches cuz dey ah make seems like u sweating dem man u knw dat man could fuck u,1
dblite works like charm openwrt arduino yun full test coverage gyp version would rarely made,2
dem niggas ca white hoes love beautiful black sistas,0
bitch really awake slumber help pick avatar tho,1
diet coke trash,2
digging hole satisfying climbing bitch,1
directions let bird chill sink minutesme ok,2
bitches still love sosa lmfaoooooooooooo,1
think rice fags mcdonald,0
dodgerofzion asked giant green rooster walks carrying tray brownies may brownie,2
surprised bitch always dick towards,1
look like got banana hand fucking monkey,1
try nice bitch,1
dont make direct eye contact anything birds cats nothing lol rt going west bu,2
dumb ugly stupid bullshit ass bitch,0
egg nog taste like bird doodoo look like,2
eggnog trash,2
eharmony informed soulmate sea doo trash bag whataburger taquitos bungeed top thx dr neil warren,2
emers bitch,1
escort missions games universally trash,2
even nature looks awesome colored becca,2
even though baby invisible non existent bitch,1
every time bitch makes status guys texts like whatttt loll,1
everybody favorite phrase try end argument lmao faggots,0
